time_submitted,review,rating,author_account_name,reply
2022-11-02 09:30:02,"Дизайн интересный, но по функционалу только хуже из раза в раз, из обновления в обновление. Хочу послушать свой плейлист, а он не включается. Просто тыкаешь 100500 раз на любую песню и тап как будто не работает. Mix тоже не включается. Закрываешь открываешь приложение - не помогает. Перезагружаешь телефон - не помогает. Удаляешь скачиваешь заново - аналогично. Приходится открывать приложение Вк и слушать через него. За последние два года приложение VK музыка только скатилось. 0 из 5 звезд*",1,Devyatova Alina,"Спасибо за ваш отзыв. Нам важно услышать каждое мнение. Только так мы можем стать лучше. Разработчикам известно об этой проблеме. Надеемся, что она будет решена в ближайшее время. Простите за доставленные неудобства."
2022-11-02 09:01:53,Проблемы с подпиской деньги списали а подписку не активировал и некуда претензию написать !¡!!!!!!,1,начинающий охотник Вячеслав,"Напишите, пожалуйста, о вашей проблеме в поддержку. Для этого откройте настройки приложения →«Помощь» или перейдите по ссылке: vk.cc/ma."
2022-11-02 08:15:54,Сделайте чтобы песни можно было скачивать без подписки,1,Татьяна Проворова,"Я передам замечание нашим разработчикам, но на данный момент такая возможность есть только при оформленной подписке."
2022-11-02 06:58:49,Лагающее барахло,1,Евгений Витюгов,"Мы постоянно улучшаем приложение, чтобы вам было удобно им пользоваться. Если что-то работает некорректно или у вас есть идеи, что можно улучшить, напишите нам, пожалуйста, по ссылке: vk.cc/ma."
2022-11-02 06:53:47,"Приложение отличное, но я думал что музыка при скачивании будет в смартфоне а она оказывается только в приложении 🤔 вот так вот🙂",5,Арсалан Бадмаев,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-02 06:51:13,"Почему не могу получить премиум по акции, выдает неизвестную ошибку – как быть?",2,qqbara,"Напишите, пожалуйста, в Поддержку о проблеме. Это можно сделать в приложении (кнопка «Помощь» в меню настроек) или по ссылке: vk.cc/support. Мы вместе внимательно во всём разберёмся и постараемся помочь."
2022-11-02 06:46:22,Крутое прилодение! Пользуюсь каждый день,5,Степан Дейнега,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-02 06:39:20,Писать что подписка до конца года а указывать дату 15.11.2022. Яндекс.Музыка удобнее и поток песен более точный.,2,Владимир,"Напишите, пожалуйста, о вашей проблеме с подпиской в поддержку. Для этого откройте настройки приложения →«Помощь» или перейдите по ссылке: vk.cc/ma."
2022-11-02 06:34:05,"Был неприятный инцедент. Уезжал за город на месяц (интернета не было), в середине отъезда приложение отказалось предоставлять доступ к музыке, написав, что нужен интернет, чтобы проверить подписку. Когда вернулся в город, оказалось, что сумма была списана в момент окончания предыдущей подписки, и приложение считает, подписка с того дня была активна.То есть за пол месяца они деньги списали, а музыку не дали слушать. Писал разработчикам на почту, и вк игнор! +Приложение удаляет музыку без ведома!",1,WoWs battles,"Понимаем, это неприятно. Но к сожалению, через интерфейс отзывов нам с вами будет сложно решить проблему: нужно провести диагностику. Чтобы мы могли помочь, напишите, пожалуйста, в Поддержку и подробно расскажите о том, что случилось. Это можно сделать по ссылке: vk.cc/ma."
2022-11-02 05:05:39,Очень удобно с подпиской,5,Zevs10 Zevs10,"Спасибо за ваш отзыв! Ваши эмоции и отзывы, мотивируют нас!"
2022-11-02 05:04:54,"Извините конечно, но ваше приложение полное ГОВ... .Есть на много круче приложения, со страй фишкой сохранения.Так что вас не рекомендую, скачал 15 минут назад, попробовал и понял, что того приложения что у меня уже давно вы ему не дышите даже в задок",1,Арти Тига,"Мы постоянно работаем над приложением, стараемся сделать его удобным и понятным. Если что-то работает некорректно или у вас есть идеи, что можно улучшить, напишите нам, пожалуйста, по ссылке: vk.cc/ma."
2022-11-02 04:44:12,Очень нравится.,5,LEDBAL ARTIST,"Спасибо за ваш отзыв! Будем и дальше стараться, чтобы у вас оставались лишь положительные эмоции."
2022-11-02 04:31:34,"Исправьте уже наконец эту ошибку, когда несколько минут после запуска приложения не включается ни одна аудиозапись, кроме той которая играла последней, бесит жесть",3,Никита Соколов,"Понимаем, это неприятно. Но к сожалению, через интерфейс отзывов нам с вами будет сложно решить проблему: нужно провести диагностику. Чтобы мы могли помочь, напишите, пожалуйста, в Поддержку и подробно расскажите о том, что случилось. Это можно сделать по ссылке: vk.cc/ma."
2022-11-02 04:31:12,"То что надо , супер! спасибо",5,Soliha Haldarova,"Спасибо за ваш отзыв! Будем и дальше стараться, чтобы радовать вас!"
2022-11-02 03:37:03,"Меня бесит что приложение часто лагает, иногда не добавляет песни с ВК, иногда вообще музыку отказывается проигрывать, сделайте шо нибудь уже 😒",3,Марианна Седунова,"К сожалению, через интерфейс отзывов нам с вами будет сложно решить проблему: нужно провести диагностику. Чтобы мы могли помочь, напишите, пожалуйста, в Поддержку и подробно расскажите о том, что случилось. Это можно сделать в приложении (кнопка «Помощь» в меню) или по ссылке: vk.cc/support."
2022-11-02 03:01:26,Гуд!,5,Greyk,"Спасибо за ваш отзыв! Будем и дальше стараться, чтобы у вас оставались лишь приятные впечатления!"
2022-11-02 02:59:04,Уберите рекламу а так не круто,5,Артём Втюрин,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-02 02:44:17,"Этим приложением пользуюсь давно. Изначально скачала его поэтому что мне так удобно слушать музыку. Раньше слушала просто через вк, я люблю слушать свою музыку в том порядке в котором сохраняю. Если же хотела просто переставляла треки местами как это можно делать в вк. Но потом в BOOM эту функцию зачем то убрали 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ Вопрос разработчикам: ЗАЧЕМ? Лично для меня это ОГРОМНЫЙ минус который влияет на всё. Подписка истекает 4 числа, скорее всего пока что не буду продлевать.",1,Яна Иванова,Спасибо за ваш отзыв! Передали разработчикам ваши пожелания.
2022-11-02 01:33:15,"Приложение афигенное ничего не могу сказать против, им удобно пользоваться, можно перематывать песни, но на некоторых песнях были заикания и это немного раздражает. А так приложение очень хорошее советую.",5,Sofia Shipakina,"Спасибо за 5 звёзд! Будем работать, чтобы радовать вас."
2022-11-01 23:50:28,Прриложение мне очень понравилось! Но почемуто загружалось очень долго. Гризить начала вечером а утром до сих пор не загрузилось хотя у меня телефон honor 50 lite,4,Анастасия Пашук,"Спасибо, что рассказали о проблеме. Нам очень жаль, что она доставила вам неприятности. Чтобы как можно скорее помочь вам, нужно провести диагностику проблемы на вашем устройстве. Для этого напишите нам, пожалуйста, по ссылке: vk.cc/mi.В сообщении подробно опишите ситуацию, это поможет нам решить ваш вопрос."
2022-11-01 22:34:18,Скачать без подписки нельзя,4,Николай Дмитриев,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-01 22:03:09,"Всё норм, приложение на андроиде зачёт, на ios хромает",5,Иван Лышов,Спасибо за ваш отзыв!
2022-11-01 21:25:38,Всё отлично!,5,Татьяна К,"Благодарим за ваш отзыв! Будем и дальше стараться, чтобы радовать вас!"
2022-11-01 20:13:03,Отвратительная работа приложения играе трек и резко перестаёт играть песни не переключаются вообще по несколько раз обновление рукожопое,3,Не известный,"Разработчикам известно об этой проблеме. Надеемся, что она будет решена в ближайшее время. Простите за доставленные неудобства."
2022-11-01 19:18:56,Фоновое прослушивание ограничено сразу в мусорку),1,Виталий Кириллов,"В настройках приложения нажмите на «Выйти из аккаунта» и авторизуйтесь ещё раз. Если проблема не исчезнет, напишите, пожалуйста, в поддержку. Для этого откройте настройки приложения → «Помощь» или перейдите по ссылке: vk.cc/mi."
2022-11-01 19:09:42,Как зайти в поиск вк бум?,1,Дем Лимонов,Кнопку поиска вы можете найти в нижней части экрана приложения. Там вы увидите значок лупы и надпись поиск.
2022-11-01 18:28:14,Топ,5,Deepir 777,"Спасибо за ваш отзыв! Будем и дальше стараться, чтобы радовать вас!"
2022-11-01 18:14:58,Классно 🥵🥵,5,Пользователь Google,"Благодарим вас за отзыв! Будем и дальше стараться, чтобы радовать вас!"
2022-11-01 18:00:19,Меня все устраивает. Отличное предложение 5+,5,Татьяна Кириллова,"Благодарим за отзыв! Будем и дальше стараться, чтобы у вас оставались лишь положительные эмоции!"
2022-11-01 16:53:20,Не могу оформить подписку,1,Николай Спирин,"Понимаем, это неприятно. Но к сожалению, через интерфейс отзывов нам с вами будет сложно решить проблему: нужно провести диагностику. Чтобы мы могли помочь, напишите, пожалуйста, в Поддержку и подробно расскажите о том, что случилось. Это можно сделать по ссылке: vk.cc/ma."
2022-11-01 16:52:22,"Ну что могу сказать... Неплохо, спасибо что есть гачи ремиксы, это вас спасает, а так: нет никакой кнопки, которая случайно перемещает твои треки и случайно включит тебе, мне это не нравится, т.к. иногда хочет отдаться случаю. Так столкнулся с тем, что у некоторых моих СКАЧАННЫХ!!! треков не та обложка, это раздражает. А так же нет никакой сортировки песни: ни по артисту, ни по названию, ни по альбому",2,Матвей Стенин,"Спасибо за ваш отзыв. Возможность перемешать песни есть, если открыть плеер с активной песней, то вы увидите значок переплетающихся стрелок."
2022-11-01 16:18:39,Когда будет обновление приложения? Почему загруженные треки не воспроизводятся? Выходит сообщение ошибка загрузки. И почему стало мало треков исполнителей русского шансона? Когда приложение будет работать хорошо?,2,Алексей Васильев,"Алексей, как только появится обновление, мы вас уведомим. Разработчикам известно об этой проблеме. Надеемся, что она будет решена в ближайшее время. Простите за доставленные неудобства."
2022-11-01 16:14:22,Супер приложение!!! Спасибо разработчикам!,5,Виктория Гелич,"Виктория, спасибо за отзыв! Только ваши эмоции мотивируют нас делать приложение ещё лучше!"
2022-11-01 15:53:42,"Бесполезное приложение разработанное с целью заработать как можно больше денег, я понимаю, всем нужны деньги, но это перебор",1,_hamster _,"Мы постоянно работаем над приложением, стараемся сделать его удобным и понятным. Если что-то работает некорректно или у вас есть идеи, что можно улучшить, напишите нам, пожалуйста, по ссылке: vk.cc/ma."
2022-11-01 15:49:08,Кайф,5,Camp Master,Спасибо за отзыв!
2022-11-01 15:48:44,"Не обновляет, вылетает, НЕ РАБОТАЕТ",1,Оксана Шарая,"Разработчикам известно об этой проблеме. Надеемся, что она будет решена в ближайшее время. Простите за доставленные неудобства."
2022-11-01 15:45:10,"Отличное приложение. Только жаль, что там нет специальных плейлистов, созданных приложением с подборкой новой музыки с учетом добавленных, как это есть в ВКонтакте. Поэтому, когда хочу найти новую музыку приходится переходить именно в ВК. Было бы хорошо, если бы такие плейлисты перекочевали и сюда",4,Panakea,"Спасибо, возьмём на заметку. ВКонтакте быстро развивается, каждый месяц появляются новые возможности. Всё внедрить не обещаем и сроков назвать не можем, но мы всегда рады предложениям."
2022-11-01 15:38:48,"Оплата подписки прошла как обычно, деньги ушли, но в приложении так не считают, больше часа слушаю через бесплатную версию. Спасибо!",1,MBF,"Напишите, пожалуйста, о вашей проблеме в поддержку. Для этого откройте настройки приложения →«Помощь» или перейдите по ссылке: vk.cc/ma."
2022-11-01 15:37:10,"Деньги за приложение берут, а чтобы оно не глючило, сделать не могут. Ужасно раздражает",4,Elena Sawchenko,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-01 15:04:13,Супер,5,Сергей Кусов,Спасибо за ваш отзыв!
2022-11-01 14:39:17,Очень хорошее приложение!,5,Юлия Фомина,"Спасибо за ваш отзыв! Ваши эмоции согревают нас, и мотивируют становиться только лучше!"
2022-11-01 14:26:59,Максимально неудачное приложение.,1,Султан Нуралиев,"Спасибо за ваш отзыв. Мы постоянно улучшаем приложение, чтобы вам было удобно им пользоваться. Если что-то работает некорректно или у вас есть идеи, что можно улучшить, напишите нам, пожалуйста, по ссылке: vk.cc/ma."
2022-11-01 14:21:39,Супер,5,Ирина Белянчева,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-01 13:40:50,"Почему стало всё так тупить? Слушаю вк микс и не могу переключить песню на свой плейлист. Уже не в первый раз так! Играет только та песня которую слушала, а переключить её не могу. Исправьте это пожалуйста.",3,Дарья Аксенова,"Понимаем, это неприятно. Но к сожалению, через интерфейс отзывов нам с вами будет сложно решить проблему: нужно провести диагностику. Чтобы мы могли помочь, напишите, пожалуйста, в Поддержку и подробно расскажите о том, что случилось. Это можно сделать по ссылке: vk.cc/ma."
2022-11-01 13:24:26,Топ приложение слушаю каждый день,5,Григор Григорян,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-01 12:50:08,"Не возможно отключить подписку ,при просмотре управление подпиской выкидывает не в личный кабинет, а на какие то переводы (((",1,Чугунова Ирина,"Понимаем, это неприятно. Но к сожалению, через интерфейс отзывов нам с вами будет сложно решить проблему: нужно провести диагностику. Чтобы мы могли помочь, напишите, пожалуйста, в Поддержку и подробно расскажите о том, что случилось. Это можно сделать по ссылке: vk.cc/ma."
2022-11-01 12:40:05,"Приложение отличное,лучше чем спотифайв ,подписка на музыку стоит не дорого,но она этого стоит.Но только один вопрос где смотреть скачанные треки,разработчики ответьте пожалуйста!!!",5,Pled Erovic,Спасибо за ваш отзыв. Именно ваши слова помогают улучшать наше приложение.
2022-11-01 12:30:29,Приложение хорошие но нельзя слушать в фоновом режиме,3,Сергей Спирин,"Возможность фонового прослушивания есть, но при активной подписке. Подписка не только снимает ограничения, но и позволяет скачивать треки в приложении ВКонтакте, чтобы слушать их без интернета, а также даёт доступ к сервису Wink и приятным скидкам от наших партнёров."
2022-11-01 11:38:05,"Честно,очень плохо что не могу слушать музыку в фоновом режиме бесплатно,лучше уж войти в Яндекс и в поиске вбить любую песню,через сайт на котором можно слушать песню в фоновом режиме😶.",3,Артём Быков,"Мы понимаем, что это неприятно. Однако стандарты музыкальной индустрии требуют от нас ряда ограничений для пользователей без подписки. При этом, в отличие от других музыкальных платформ, где бесплатно можно воспроизводить лишь некоторые песни или только одну за одной, у нас вы можете без подписки слушать любые треки в любом количестве."
2022-11-01 11:33:05,"Неоднократно переустанавливал и перезаходил, приложение заходит под именем другого человека, и не погружает страницу оплаты из за этого бага,",2,o5 v7pt,"Спасибо, что рассказали о проблеме. Нам очень жаль, что она доставила вам неприятности. Чтобы как можно скорее помочь вам, нужно провести диагностику проблемы на вашем устройстве. Для этого напишите нам, пожалуйста, по ссылке: vk.cc/ma. В сообщении подробно опишите ситуацию, это поможет нам решить ваш вопрос."
2022-11-01 11:12:42,Круто на 5 🌟,5,Сава Попов,"Спасибо ваша поддержка мотивирует нас и вдохновляет на то, что бы делать приложение еще лучше!"
2022-11-01 11:11:45,"Очень понравилась функция ""вк микс""",5,Никита Маг,Спасибо за отзыв! Очень приятно слышать эти слова в адрес нашего сервиса - мы стараемся для вас.
2022-11-01 10:42:08,Отличное преложение,5,Вера Рулёва,"Спасибо ваша поддержка мотивирует нас и вдохновляет на то, что бы делать приложение еще лучше!"
2022-11-01 10:24:20,"Сервис ищет только лицензионные треки, треки которые добавляют пользователи, он искать не может, только те которые вы добавили в свою библиотеку. Если будет искать все подряд, то поставлю 5 звезд",3,ArthasAlan,"Спасибо, возьмём на заметку. VK Music быстро развивается, каждый месяц появляются новые возможности. Всё внедрить не обещаем и сроков назвать не можем, но мы всегда рады предложениям."
2022-11-01 09:59:30,Имба,5,Nicki,Спасибо за ваш отзыв и высокую оценку!
2022-11-01 09:38:12,"Лента обновлений музыкантов не работает, что в самом приложении вк, что и в вк музыка. Образно из 10 артисто которые выпустили треки в ленту попадают только несколько, бывает и такое что ни один трек не попадает в ленту и эта проблема уже давно. Люди платят деньги за приложение, а вы даже не можете исправить.",3,Skaynaris,"Спасибо, что рассказали о проблеме. Нам очень жаль, что она доставила вам неприятности. Чтобы как можно скорее помочь вам, нужно провести диагностику проблемы на вашем устройстве. Для этого напишите нам, пожалуйста, по ссылке: vk.cc/ma. В сообщении подробно опишите ситуацию, это поможет нам решить ваш вопрос."
2022-11-01 09:15:53,За такое качество приложения вы просите заплатить за подписку? Приложение настолько ужасного качества даже бесплатно стрёмно раздавать,1,Николай Овсянников,"Спасибо за ваш отзыв! Подскажите, что именно не устроило в работе приложения.. Мы вместе проведём диагностику на вашем устройстве и приложим все усилия, чтобы решить вашу проблему."
