time_submitted,review,rating,author_account_name,reply
2022-12-12 05:38:22,Love the music,5,Ho Ho,
2022-12-12 05:37:57,It is a very cool app I can hear my favorite songs I gave it 5 starts keep it up guys,5,Laki Sherpa,
2022-12-12 05:37:31,Okk,3,Chaithanya King,
2022-12-12 05:34:25,"(Premium Account) As simple as that if you have premium account it works fantastically ignoring some minor bugs which are removed with updates. I have also used free version of this app, few days back it was also a good option but with latest updates they mould there app in such a way that you are forced to take premium. Intentionally they remove so many basic features and increasing advt to make user experience more annoying. Final verdict - 'There is no free lunch' same goes with songs.",4,Nihanshu Jain,
2022-12-12 05:31:28,Spotify is an amazing music app!,5,mary lou cruz,
2022-12-12 05:30:58,very nice great app,5,Nadel Mhamud,
2022-12-12 05:27:28,"Great app. All the albums, 8-Tracks and CD's I bought and have lost right in one spot... at very high quality sound.",5,Pat Dwyer,
2022-12-12 05:27:03,every time i pick a song. a random song randomly plays,3,Elvie Jazul,
2022-12-12 05:26:35,Ever since the newest update the app keeps randomly stop playing my music and I have to completely shut the app down and restart to make it work again,5,Zancore Kato,
2022-12-12 05:24:10,"10/10 good app in all but ive been having some technical difficultys ever since the 2022 update, sometimes my play list wouldnt play or when i try to skip a song a few hours of using spotify it would just stop playing music :/",3,Catb0yt0mmy,
2022-12-12 05:20:41,Not always sure what is on my playlists,3,Hans,
2022-12-12 05:16:21,"Great app, using it all day.",5,נועה אורעד,
2022-12-12 05:13:53,Thank you,5,smilygirl SOLANKI,
2022-12-12 05:12:42,There are adsbut there is not one every single song recommend 100%,5,jose flores,
2022-12-12 05:10:54,"Best alternative to apple music priced in local currency, hope sound quality options too will match apple soon",5,Mohan Mendis,
2022-12-12 05:06:11,"I have always loved Spotify and loved that it connected so well and seamlessly with my computer, phone, car, and more without having to work too hard. However, the Android experience of this app can be a bit frustrating at times. Certain things, like not being able to swipe down from the Now Playing song back to whatever page I was previously on, make the Android experience less enjoyable. It's just surprising when Apple gives Spotify nothing but trouble with features and updates....",4,Ethan Dutton,
2022-12-12 05:04:05,I tried to login with the right information and it saying that it's wrong,1,Karla Lopez,
2022-12-12 05:03:58,App is amazing,5,Scope Vet,
2022-12-12 05:02:12,"The latest update is just trash. After I pause for the song and see a video, the song cannot be continue anymore. It just stuck there and I can't play the same playlist anymore. What happened to you Spotify? You are so trash now",1,Chun Keat Tan,
2022-12-12 05:00:38,When i play the song and it turn to other random song so annoying fkkk,1,Muhd Darwish,
2022-12-12 04:56:48,Nice,5,prashant,
2022-12-12 04:56:02,nice,5,Lelia Laban,
2022-12-12 04:55:57,1 star only coz shuffle is not random it feel like I'm getting same track all time,1,Madhav Mendpara,
2022-12-12 04:55:17,"Getting better and worse in turns. Latest update is WORSE. Is it really a new feature that you cannot skip back/restart the current song? Playlist view has changed for much worse. You cannot search, sort, or reshuffle the playlist. Cannot find ""next up"" list of the tracks in queue in an active playlist. Skips limited. I pay for Unlimited, is this a push to pay for ""proper"" premium - or are these updates launched across all Android devices? (The layout looks suspiciously like the free account...)",4,Laura Oksa,
2022-12-12 04:52:56,Love it,5,WateredDownToast (Thatkid813),
2022-12-12 04:48:36,I love Spotify it is my go to music app and I would recommend it to anybody.,5,Stella Edwards,
2022-12-12 04:47:25,"I love Spotify, I have been used for more than 4 years, It is a very good Music app. But my problem is that it lag sometimes or crash in my and my family and friends mobile, please fix it . My many family members, my mom, my friends are also facing this problem. Please make Spotify work on low-end devices like 1gb, 2gb, 3gb mobiles.",3,Bul Hazarika,"Hi! Have you tried a quick reinstall? If that doesn’t help, we’d recommend reaching out to our Customer Service at support.spotify.com. Just search “Contact Us”, and they’ll be happy to help."
2022-12-12 04:43:09,I feel music good louds high 😍,5,Ashley Johnson (2023!),
2022-12-12 04:42:49,It's all good!!,4,Michael Tuari Jnr,
2022-12-12 04:40:53,Spotify is an amazing app to listen to music while your phone is off,5,Kiwi Lomba,
2022-12-12 04:38:17,Nice app,3,Bishnu Prasad Rath,
2022-12-12 04:37:37,Best. Algorithm. Ever,5,venkat iyer,
2022-12-12 04:37:04,हवाई यात्रा भूख से थोड़ा,2,SAVITA DEVI,
2022-12-12 04:35:51,Spotify is the best!,5,Mitchell Lewis,
2022-12-12 04:31:57,"Recent update broke resume playback functionality. One song will will play, and Playlist will freeze.",1,Sid Promyotin,
2022-12-12 04:31:24,Five star because I can listen any song I want even moz🇲🇿,5,Bongani Mondlana,
2022-12-12 04:29:46,Very intriguing,5,Gary Harris,
2022-12-12 04:28:46,"Buggy mess, can't listen to songs in playlists I've selected and can't even view songs in some playlists on the app. The music player seems to crash every time I close out of the app and I cannot play music from that playlist if I reopen and press shuffle.",1,abigail teitelbaum,
2022-12-12 04:26:14,Sooo many bugs.... Remove them Spotify....taking money from us for premium subscription and giving us bugs in new update is annoying.,1,Tirath Faldu,"Hey Tirath! We're open to feedback, and we’d love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us""."
2022-12-12 04:23:53,good,4,Rahmat Ulla Khan,
2022-12-12 04:22:51,Good,5,kakulamari neeraja,
2022-12-12 04:17:56,The music stop by it self 🤦,3,Christopher Ortiz,
2022-12-12 04:17:29,"Recently, the player has been disappearing. So, I can't just hit play and listen from where I left off. I cleared the cache and forced stop, and it still isn't working. I'd have to select a new song from a playlist to begin playing music again. Happens frequently on the Spotify app for Android Auto, as well. Instead of a play (▶️) or pause (⏸️) symbol, it just has a stop (⏹️) symbol for which clicking does nothing",4,Michael Dix,
2022-12-12 04:17:15,# SPOTIFY:PLAY MUSIC # LOVER .. TO Reviews are public and a account and device in to on hub music ..🕊️,5,Ranveer Kumar,
2022-12-12 04:17:06,This apps music qaliti is auper,5,Atanu Sarkar,
2022-12-12 04:15:50,Playlist stops working when returning to the app both on my phone and desktop. Tried reinstalling and didn't work. Very annoying.,3,Sarah,
2022-12-12 04:15:33,Sensational,5,Ismael Navarro,
2022-12-12 04:10:47,But the premium ads just ruin the vibe after a long stressful day 😪,4,Kupakwashe Musonza,
2022-12-12 04:10:10,"Whenever network is slow i need to log in again. wrost experience , And liked songs got disappeared .",1,Abhishek Grewal,"Hi! We’d like to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to support.spotify.com and searching ""Contact us""."
2022-12-12 04:07:01,Very good,5,Edwin Tobias Laison (Ericka),
2022-12-12 04:06:48,Soo good👍👍,5,Shriya Dube,
2022-12-12 04:06:13,"I loved it and it's easy to use HOWEVERR, I got a 30 min no add thing at 10:40 so why the hell at 11:04 did I get 3 ads? I need that 6 more mins. Also whenever I try and get specific songs it shows me what playlists have them and I can't actually view or add the song without adding the whole playlists pretty dumb but wtv. Also way way way to many ads now adays and each is like 30 secs each, barely anymore ""30 min ad free"".",3,B,
2022-12-12 04:03:13,"A song that's resumed playing in a car, doesn't play next track after the song has ended. Using Android Auto.",1,Samuel Mui,
2022-12-12 04:02:41,My fav. App I love it all the way even at work I put it on to hear my fav. Music download I have bunch of music already on my Spotify I love it all the way,5,Bernardo Villarreal,
2022-12-12 04:00:46,Perfect,5,Sameh Lamada,
2022-12-12 03:58:26,"So I've been a premium subscriber for awhile now, now with the latest update, I listen to 3 or 4 songs on my playlist and then it just stops. Can't hit next or back. Only way I can listen to my Playlist is having to go back to my Playlist and hit shuffle again. Only for it to play 3 or 4 more songs again. It's ridiculous. Please fix this issue or I will be forced to use a different streaming service. Emailed them about it and waiting for a response.",3,Donald Thornsberry,
2022-12-12 03:57:21,It doesnt work I press on a song and then they put a whole different song like no,1,Diamela Feliu,
2022-12-12 03:56:34,Wonderful app....I love to listen music on it..Best music platform on this planet,5,Ishan Gaming 48,
2022-12-12 03:55:46,Wonderful 😍😍😍👑,5,nikki simuli,
2022-12-12 03:55:03,Just getting started with the app. Hiking some favorites and adding them to a list which I hope will be able to playback when ever. Very good quality sound production.,4,Jonathon Koch,
2022-12-12 03:54:43,love it,5,Jerimiah Beck,
2022-12-12 03:53:09,I hate the new update. I cant even listen to my favorite songs on my playlists. The update is just stupid. Im moving to Pandora..,1,renee bennett,
2022-12-12 03:52:26,I love Spotify. Have discovered many new artists and music that I didn't know I loved. Will always recommend. Even convinced my husband to join and that's a feat unto itself :),5,Karin Lesley,
2022-12-12 03:52:20,I 💘 it.,5,Roosevelt Jackson Jr,
2022-12-12 03:51:39,"The app is great at the beginning. You get to choose the artists that you enjoy listening to and can even make playlists of your favorite songs. After about maybe a week using the app you can no longer make choices and have limited access to your playlists unless you pay for a subscription. Without the subscription, they give you a bunch of playlists to choose from and you can still hear many of your song choices even though some are overplayed. But with that in mind, the service is decent.",3,Susan Coelho,
2022-12-12 03:49:32,Streaming has to buffer a lot. Wish it had better playlist. Update: I have never had an app crash this much since pvz2. App crashes at least once per hour.,1,Eric Lieser,
2022-12-12 03:49:09,Amazing,5,Paul Johnson,
2022-12-12 03:48:43,New update ruined this app,5,frank hicks,
2022-12-12 03:48:40,"Love this app, I've been using it for more than 3 years, however, there's an annoying problem since I updated it to the newest version, when I picked a song and play it, it'll stop when song ended and won't automatically play the next one, please fix it!!!",3,DawnRays_Hau,
2022-12-12 03:45:35,Good,5,Easton Bingham,
2022-12-12 03:45:16,The new update sucks Its like There forcing you now to pay for premium Good job Spotify you just lost alot of people the use your app 😀 AND THEY ONLY LET PEOPLE THAT DON'T HAVE PREMIUM SHUFFLE LIKE THAT FREAKING IRRITATING,1,Big ray,
2022-12-12 03:45:12,It was great experience while using this app. It also has playlist to heard songs and music.,4,Prashant Bhowate,
2022-12-12 03:44:08,not even provide 30 min without ad,2,Shashikant Kharkate,
2022-12-12 03:32:36,Keeps losing place in queue after pausing for a few mins,3,Samuel Gunvalson,
2022-12-12 03:30:12,Better,4,Fidel Ignatius,
2022-12-12 03:28:42,Music stops playing randomly after a few songs. Worst app ever made.,2,Berke Öznalbant,
2022-12-12 03:27:49,Guess I am not the only one having issues after this update with playback and Bluetooth. Fix it spotfiy!!,3,Victor Vaz,
2022-12-12 03:27:12,Such a good app👍,5,Mikey shrestha,
2022-12-12 03:25:37,Great so far!,5,Susan Callaghan,
2022-12-12 03:24:51,Super or high qualified music,5,Anil Shah,
2022-12-12 03:22:22,I love music but updates make the app get progressively worse,1,Aaron Ly,
2022-12-12 03:22:03,Glitchy and overpriced,1,Eben Kuhns,
2022-12-12 03:19:51,The best,5,nymhp andruiin,
2022-12-12 03:18:19,Oppppp0,5,Archana Ukhalkar,
2022-12-12 03:18:07,My music app favourite,5,Miaurwick,
2022-12-12 03:15:58,Wrapped not available :(,5,Iroshan Nanayakkara,
2022-12-12 03:15:58,Best,5,ramesh suthar,
2022-12-12 03:15:50,App has become unusable since the new update. So disappointing.,1,Void,
2022-12-12 03:13:31,3-4 ads before listening to music is insane.,4,matt noone,
2022-12-12 03:11:32,Ek Gana sunane ke liye 1minat ka wait karna padata hai Not well app To many ads,1,suraj kumar,
2022-12-12 03:11:23,The app was top notch and a absolute great app. However it constantly stops my music so i have to stop and switch every 20 mins to lisen to music.,1,Talen Barnes,
2022-12-12 03:09:38,Idk what y'all did with the last android update but the app has been super buggy ever since. Fix it.,1,Laura L,
2022-12-12 03:06:37,This app is very bad app mane reson add parblom this app clame by no add buy but add all sotime playing this app,1,Kaku Brar,
2022-12-12 03:06:15,It's been a good time,3,Fabio Fernandez,
2022-12-12 03:05:51,Good,5,Ollie Macentire,
2022-12-12 03:04:10,Cheap and has lots of choice. Wouldnt go back,5,Tyler Hayman,
2022-12-12 03:03:02,Amazing ...,5,Kapil Dev Pundeer,
2022-12-12 02:58:40,Best features compared with other music apps,5,Alok POHINKAR,
2022-12-12 02:58:39,"This app is basically just a big advertisement. Every sing there's 8 ads. 30 minutes without it, is a lie. And 6 skips per hour is crazy, and you add songs I don't even want on my playlist. The new update is terrible, everytine a song ends it just won't let me play the playlist I want again. You have to keep switching through playlist. It's odd. Stop and fix your app.",1,Emmalee Playz Games,
2022-12-12 02:57:45,i see am use,1,Femi LAWSON,
2022-12-12 02:57:27,ANUELAA ANUELAA ANUELAA ANUELAA ANUELAA ANUELAA,5,Banda Alexis,
2022-12-12 02:55:04,The amazing app for listining music,5,Gopal rathod,
2022-12-12 02:55:03,Best music app ever made i stopped using Soundcloud when i found spotify and this is the only music app i use now,5,Nate Fetter,
2022-12-12 02:51:12,I hate the latest update of this app. I try so many times to buy the premium but the system always error.,1,Mar Cell,
2022-12-12 02:50:29,"Getting really tired of the app stopping in the middle of every song. I pay for premium, but won't much longer, if this doesn't get fixed.",2,Cheryl Johnston,
2022-12-12 02:50:09,Best app for music,5,Rachelle Laroya,
2022-12-12 02:49:48,"I've loved spotify for years and am a premium member, but this new update has made it so buggy and difficult to start listening to music. I open the app and nothing loads or plays even if I have the music downloaded and am connected to my home wifi. I hope they make it as good as it was before!",2,KylieWileyWumpusWoo Rankin,
2022-12-12 02:49:45,❤,3,Diamond Devil,
2022-12-12 02:48:14,Need to be easier to use on mobile. Costs money to basically use the app and makes it hard to wanna listen on Spotify.,1,Shaun Reany Jr,
2022-12-12 02:47:15,Excellent. Wish had subscribed years ago,5,Michel Pinard,
2022-12-12 02:47:13,This is best app... But pakistani song lyrics not show.. .,5,Rizwana Parveen,
2022-12-12 02:46:55,"Ever since the last update, it glitches, can't listen to music even though it says it's connected and playing, but when I open the app, it's not playing, and I don't get the playing bar at the bottom. If it gets fixed then I'll give more stars",2,alesia hurlbert,
2022-12-12 02:46:37,Love to play update music 🎶🎵🤣,5,Patricia Salamanca,
2022-12-12 02:43:58,Good,5,David Morari,
2022-12-12 02:42:46,Good experience,5,Alen K,
2022-12-12 02:42:08,"The app has not been working since the last update. My playlist isn't playing, but it is not on pause. My husband has the same issue. The app doesn't play when used in the car. We have to try to restart the app or music, and it will suddenly stop playing. Hopefully, someone will fix this soon.",1,pr silva,
2022-12-12 02:41:04,Fabulous 👌,5,Dana Lavine,
2022-12-12 02:40:20,I cant open my Spotify app because of they say no internet connection. But still on my data and wifi but the system say something went wrong 😡,1,mhad ali,
2022-12-12 02:35:47,smash,5,Makoto Niijima,
2022-12-12 02:35:18,"I love the app. But since the last update I can't play my music. It plays one song. And then stops, but I can see it's still playing by the green graph. And I go to the buttons and they don't work. Very annoying seeing as I pay for this service :) Please fix the bug",4,Kris Murphy,
2022-12-12 02:32:42,Oke,5,Thảo Trịnh,
2022-12-12 02:32:29,I be lit this app know my playlist,5,Santiago Lugo,
2022-12-12 02:26:09,/e free 👌,5,Jerry Borgersen,
2022-12-12 02:23:16,"I've had this app for more then 2 years, it was working fine, but now it just stops after 3 or 4 songs being played, and the editing playlist controlling is horrible, it's not the same at all, please fix this.",1,Michael Montana,
2022-12-12 02:22:57,"Latest update broke playback again. Stops after each song, co trols disappear. This app has one job, and it doesn't do that. Again.",1,Sascha Hlusiak,
2022-12-12 02:22:15,Adityajdjhd jdjdkdo jdkdodod kdmsvdk kdodkdbd kfbdvdk kebd. Opweb xxmeo oebdbxox eodnrkdpx pcndodod psndnd odd d did d did dbdid d she dbdje weoc. Oo. O. Uf k k I have o p p o us s s. Rkror ieorjrir orororori arrowroot starch really nice and b o or owjekep peodevelepr osnsjd is ddkf djdkf k of dkdkdf idjdjr ieirhr roodos psodo nfmxk kdkdocjb oskdodp dkddyso osodoror oskdvwqpsbxn idkdidjd iejrjri odkfofo odkfof ofnrbfnopeodo odd to get the kids in school and she was like that for a long while whd,5,Aditya Bodare,
2022-12-12 02:20:54,Absolutely luv it. The subscription is worth it.,5,Nathan Tareha,
2022-12-12 02:19:30,Ghiil,3,Jashan Deep Singh,
2022-12-12 02:17:21,Love the choice of music.,5,Jason Birkey,
2022-12-12 02:15:14,Love the end of the year wrap up. My whole family enjoys having their own playlists and I love how I can see and listen to what they are feeln,5,Dub9_fc,
2022-12-12 02:14:53,"New update completely broke the app. Have to constantly open, close and force to get anything to play via phone speakers, Bluetooth or cable. Not currently a viable music app.",1,Tom Steinman,
2022-12-12 02:13:42,Super,5,Njhk Kkk,
2022-12-12 02:13:42,I have been using Spotify for years pay for it every month. But since ur last update its glitches when using Android auto plays a couple of songs then stops but says it playing and can't skip to next song. I have to go back and start play list again. Please fix the problem and I'll give u more stars,2,Christina Standen,
2022-12-12 02:13:36,Good,5,AMALNADH 93,
2022-12-12 02:11:16,"bro I used to love Spotify now I'm starting to dislike it , my Spotify keeps on not playing my playlist or whenever I'm listening to it halfway it just stops and then I cannot play it anymore , and the new update sucks so much",2,shero,
2022-12-12 02:10:23,Great music 🎶,5,_.todoroki __. cosplay,
2022-12-12 02:05:47,Stan P-Town Baby,5,Sai Shroff,
2022-12-12 02:04:31,Simply brilliant 👏,5,john and paul Thomas,
2022-12-12 02:03:24,Great!,5,Georgina Jane Roachford,
2022-12-12 02:02:57,"I just get the same songs when shuffle is on, I've been standing this but is annoying me a lot more",1,Vinícius Souza,
2022-12-12 02:02:01,"Don't need half a dozen ads every 3 songs, thanks. Great. Another update that's completely unnecessary and actually makes this app worse. Songs restart and close consistently and constantly. Some playlists aren't even able to be played. Did Spotify give all their money to Joe or something?",1,Josh Gutcher,
2022-12-12 02:01:32,Great,5,Penelope Raine Jones,
2022-12-12 02:00:03,App is awesome I listen to it daily to and from work actually everywhere I go ot plays unfortunately my issue is if I pause the Playlist and turn my vehicle off both work truck and my personal car I either have to restart the Playlist or shut it off all together,1,Michael Honaker,
2022-12-12 01:59:27,$20 a month for no music now.,4,Maurice Jones,
2022-12-12 01:54:04,Nice app very good,5,Muthu Kumar,
2022-12-12 01:53:42,"Keeps freezing after so many songs. Will stop playing songs and when I try to hit the play button it doesn't work. I have uninstalled and reinstalled it, I have wiped cache and started it again it will play songs and then stop, if I close app completely and go back in I cant click play nothing, for it start working again I just have to click an actual song.- it only happens so far on my samsung galaxy s22 after the app updated. My internet is fine and everything.",3,Elizabeth Hebert,
2022-12-12 01:53:14,Love this app ...,5,Terry S Loyd,
2022-12-12 01:52:11,It never holds a signal. Edit: don't use if you're using any kind of shared wifi. Apparently they can't handle it and your app won't ever work. Glad I canceled my subscription.,1,Floyd Jenkins,
2022-12-12 01:49:43,Been using spotify for several years and continue to enjoy the service.,5,Bob Summerhurst,
2022-12-12 01:47:39,Grasas 2002,5,Richard Aldana,
2022-12-12 01:45:49,Its a good app but I get song thatvare recominded to me and I dont like the recomended song why is it doing that?,4,chillbaca gaming1987,
2022-12-12 01:45:38,Nice,4,Hareesh Mohanan Jayasree,
2022-12-12 01:42:47,Supper,5,Tgnawathi Tganawathi,
2022-12-12 01:41:21,Supper app,5,Sammyam V,
2022-12-12 01:41:12,I love it,5,Ryneth Phatudi,
2022-12-12 01:39:24,very good,5,christian Dodge,
2022-12-12 01:39:14,Love it,5,Dion Turner,
2022-12-12 01:32:22,They have all the music I can think of. 🤔 incredible selections So happy with the service.,5,Celso Recinto,
2022-12-12 01:31:53,"Skipping to the next track causes music to stop playing completely since the latest update. Also when a playlists loops around, it just crashes the playback when it loops around the 1st song again.",2,Josh brinton,
2022-12-12 01:29:26,"This year, a lot of users didn't get their SpotifyWrapped, even when the notification came and you tapped on it to open it, the app couldn't load the stories no matter how many times we tried.",2,Patrick Addaetawiah,
2022-12-12 01:27:08,"The app has been very glitchy since the new update. Please look into this, I love this app and hate to give it a poor review like this",1,Madisyn Melendez,
2022-12-12 01:27:04,App is horrible for last week or so. Will definitely be canceling Premium subscription and uninstalling if this is not resolved ASAP. Refuse to pay for service that is not reliable or working at all. Is ridiculous. Have had app for YEARS! So very frustrated and disappointed.,1,Melissa Twiss,
2022-12-12 01:26:40,Done with Apple!,4,Trevor Smith,
2022-12-12 01:25:10,This app was my go to music app for every occasion. Ever since this new update its been jacked up. When i go into it the screen dims and i cant do anything. And then i re open it again and the bar at the bottom is gone. It wont let me play my playlists.,1,Carly Nowicki,
2022-12-12 01:25:02,The best,5,Jamei Warner,
2022-12-12 01:24:36,Lately I'll put on a playlist or song and it will play through than stop and refuse to work again.,3,Gryffin Blue,
2022-12-12 01:24:27,Gideon Ellison is 7,5,Mutt Ellison,
2022-12-12 01:21:47,"Latest update is horrible. Play bar disappears, unable to play/pause, stops playing after one song.",1,Allyson Drayton,
2022-12-12 01:21:35,new update is super buggy. it said a song was playing at 4mins for a 2min song it was just silence. i close the app and open it and cant click on anything had to restart my phone then it happened a second time.,1,Lia Grace,
2022-12-12 01:20:51,Still get ads with premium,3,Rick Weide,
2022-12-12 01:20:48,Great app for music and podcast.,5,nilay bhuva,
2022-12-12 01:18:30,Great app,5,Anisha King,
2022-12-12 01:16:59,Very updated content in the app,5,chris kenyatta,
2022-12-12 01:15:41,I love it so easy it's just so good to be true,5,Matt Wolfe,
2022-12-12 01:13:31,very satisfying application,5,Mohd Yazli,
2022-12-12 01:08:35,Can you make a repeat button?,5,Seth Stallings,
2022-12-12 01:05:25,"This is the most unreliable music streaming software I have ever used across multiple devices and connections. Consistently stops the song that's playing, requiring a manual restart of the Playlist. I've tried numerous fixes but it still does not work. Dog water app.",1,The sSnwflak3,
2022-12-12 01:04:31,"Ever since your most recent update, when I play a Spotify Playlist through a Bluetooth connection, it'll play for one song, then the app freezes and half shuts down. What I mean by that is normally Spotify holds your current or last song played in the ready-to-play position. But said song completely disappears. So you end up having to close the app, re-open it, and suddenly there it is",1,M D,
2022-12-12 01:03:54,"Stopped working. Pressed the play button on my Playlist, but nothing would happen.",1,Roi Ott,
2022-12-12 01:02:17,Mucha música muy variada. Pocos anuncios,5,juangtz2193,
2022-12-12 01:01:06,I simply click on a song to add to my Playlist and listen to but it just keeps playing different songs every time I click on the exact artist song from their page. I used to love this app but it is just broken.,2,Albert Fingernoodle,
2022-12-12 01:00:01,Plays one song then stops,1,Randy Brisbone,
2022-12-12 00:58:10,Keeps stopping in the middle of songs and acting like the app isn't open,1,Rebecca Rogers,
2022-12-12 00:56:10,Love Spotify. My number 1 audio app. I initially got it to listen to my favourite podcasts for free but it become my go to place for all things audio now truelly couldn't go a day without it. The only issue though is that although I pay for premium I still have ads that that cut through episodes and I thought this was the main reason the premium feature was created.,5,Omolara Oyeneye,
2022-12-12 00:56:02,"Spotify was great, I could listen to music for like a week, made a Playlist, but then it just stopped working. I could only preview the songs I saved and could only play other people's Playlist. Very disappointing becuase I used, on a different electronic, use spotify as much as I wanted to. Horrible. Will not be downloading again until I hear of an update that fixes this bs.",1,smol Is cool,
2022-12-12 00:55:44,Your app broke. Playlists won't play automatically. Fix it. Some of us pay for the service to bloody work.,1,Nael,
2022-12-12 00:53:53,Good,5,D,
2022-12-12 00:53:03,I am starting to like spotify WAY better than Amazon music now.,5,Tara H,
2022-12-12 00:51:54,Keeps freezing a lot lately on my playlists. Need to restart the app to get it working again.,2,Josh Halliday,
2022-12-12 00:50:10,Very good,5,Nathan Perry,
2022-12-12 00:49:36,"Tons of bugs, music skips alot if the phone turns off, the recent update really messed the app up.",1,burnt_iguana_tarts,
2022-12-12 00:44:39,The updates sucks you can't even pick out your song. You can't even put it in your playlist. Please to change it,1,Max O'Brien,
2022-12-12 00:43:15,Great for me.,5,Wes,
2022-12-12 00:42:29,Better than all the others,5,lil monsters,
2022-12-12 00:41:20,Good app,4,Heather Caulder,
2022-12-12 00:40:41,Low - Mid.,1,June Eclipse,
2022-12-12 00:38:41,"Anyone else experience an issue when you listened to part of a song, closed the app, finished the song later on and it then restart your playlist, like it wouldn't be so bad, but it totally kills the vibe when you've got a line up of songs that fit together",1,Ace Abe,
2022-12-12 00:36:54,"Can't turn off shuffle on the phone app, and it shuffles between only 30ish songs on a 700+ song playlist...so...the app is pretty useless.",1,Matt Thompson,
2022-12-12 00:33:16,Last update very baaaadddd,1,Fayroz Ahmed,
2022-12-12 00:29:54,Amazing,5,Alex Pacheco,
2022-12-12 00:26:58,New version freezes! Will play in the background then gets stuck. Can't pause or stop and then screen goes a little dark as if there's a popup shown. The update is backwards. Dissapointing especially that I am a paid subscriber.,2,JeoueX Cult,
2022-12-12 00:25:17,Good app 👍🏼,5,Ogis Brahmantyo,
2022-12-12 00:24:22,Good music,5,Edga Lyimo,
2022-12-12 00:24:03,"I use Spotify on my computer and it works, but when I use it on my Samsung A51 it doesn't work. I don't know what's wrong with it. I have tried everything but it doesn't work. It says it's offline and that I have not internet connection but I do.",2,Kellen Campbell,
2022-12-12 00:22:19,"Everything is good except that they removed my favorite song which is Swallowing dust by National radio, now listening to music the app tab cannot be closed, another thing is when I don't listen for a few hours it will just stop before the song ends and won't go to the next one. I listen to Spotify at school for work, just fix that, and bring back the better swallowing dust.",4,Hayden Rinde,
2022-12-12 00:21:00,Ok,5,Priya Status,
2022-12-12 00:20:49,I just wish there weren't as many ads. Also if you share an account 2 people can't use it at once. But other than that it's a great app!,3,Mileena Thompson,
2022-12-12 00:20:01,Convenient and top tier app,5,Tyrese Nathaniel,
2022-12-12 00:19:38,The best audio app since Winamp died.,5,Ehsan Soheilinia,
2022-12-12 00:18:56,Really good music app,5,Mew Horan,
2022-12-12 00:17:17,Great 👍,5,Julie Holle,
