time_submitted,review,rating,author_account_name,reply
2020-10-10 04:52:06,Does not show track length in a collection. Does not allow change track order. Does not even shows time of a playing track. Horrible player.,2,Vitaliy Semochkin (Yilativs),"Please, contact us using the contact form on the app: press the gear-wheel sign in the upper line of the interface → “Contact developers” → choose the subject of the request. Thus, we will learn all the necessary technical details and will be able to help you."
2020-10-09 17:28:47,"All good but station by track doesn't work / Все хорошо но станции на основе песни не работают. Если я запускал какой нибудь плейлист и после него при попытке создания станции получу ошибку ""сервис недоступен, попробуйте позже"" однако если сразу при в запуске приложения сделать станцию по треку то ошибке не будет.",4,Alex D,"Спасибо за обратную связь! А как это выглядит? Расскажите, пожалуйста."
2020-10-09 14:42:08,Very good app for listening a music,4,Nodirbek Komilov,We are pleased to hear this! We are happy to do our best for you 🧡
2020-10-09 03:10:33,"Easy to use, love the daily playlists, wish there was more international music.",5,Dana Zholsha,Thanks for the feedback! We will try to take it into account in further work on the application.
2020-10-08 21:53:24,Can't really rate it. It won't let me log in. Its saying that the app doesn't work in my country.,1,Tay Turner,Thanks for the feedback! We will try to take it into account in further work on the application.
2020-10-08 11:50:52,"Мне очень нравится ваше приложение, всё устраивает кроме одного момента, а именно: когда я добавляю какую-то песню в созданный мной плэйлист или же сохраняю песни из ""плэйлист дня"", то они снова добавляются в раздел трэки. Мне бы хотелось, чтобы это убрали и там были только те песни, которым я поставила сердечко, потому что у меня уже своего рода плэйлист получается, но потом всё перемешивается и становится не удобно. Буду надеяться, что вы учтёте данное пожелание.",5,Мария Сухарева,"Забрали пожелание, спасибо! А ещё своими идеями по развитию сервиса можно делиться на нашем форуме — yandexmusic.userecho.com. Это место, где мы собираем классные предложения от наших пользователей. От их популярности зависит возможность реализации той или иной функции :)"
2020-10-08 08:58:14,"Хорошее по функционалу приложение, но отвратительно глушат нецензурную лексику в музыке. Даже в иностранной! Слушать Эминема или Тупака, как и прочий рэп невозможно!",2,Dmitry Yunovidov,"Дмитрий, музыку с цензурой предоставляют нам правообладатели, мы на это повлиять не можем 🙁 Некоторые альбомы и треки есть у нас как в «отредактированной» (clean), так и в исходной (explicit) версиях. Версия explicit — без цензуры и помечена значком 🄴."
2020-10-07 15:38:51,"Хорошая штука! Первое впечатление, конечно, было на все 10 баллов, но и не разочаровали полностью - искать альтернативу пока не заставляет. Не нравится: Навязывание того, что не интересует - например мне интересна только музыка, но под пальцы лезут подкасты; Странное поведение приложения с автомобильной аудиосистемой подключённой по BT.",4,Talip Ilyassov,"Спасибо за развёрнутый отзыв! Рады, что вам нравится сервис 😊 Мы хотим познакомить наших пользователей с немузыкальным контентом, поэтому предлагаем подкасты, постараемся делать это реже. Что касается поведения при подключении ВТ: напишите нам из приложения «Коллекция» → «Написать разработчикам» → выберите подходящую тему обращения."
2020-10-07 12:07:38,"Из того что пробовал, лучше всего подбирает музыку по вкусам",5,Александр Гордиенко,Спасибо! 😊
2020-10-07 11:52:30,Zo'r ekan gap yo'q.,5,Farrux Ixtiyorov,
2020-10-07 07:32:30,Good,5,Sobirova Maftuna,❤️🤗❤️
2020-10-07 07:10:12,"Very amazing streaming service, I use it with pleasure! Especially, price rates are also not very high.",5,Abbazov Abdulaziz,We are glad that you are with us! ✨
2020-10-07 06:01:48,Just best,5,# OK_VLOGS,🙂🤗🙂
2020-10-07 05:07:26,Awesome,5,Natus Coding,Thank you 😍
2020-10-06 22:47:35,This service is not yet available in my country. But the app is still in my phone's app market. Why?,1,Rakibul Alam,"We are available without a subscription in a limited number of countries. But you can write to us in the feedback form on our website. We will add 3 days for your account and you will have the opportunity to test the app, subscribe and use it worldwide 🌎"
2020-10-06 19:53:30,"все хорошо, но я не могу менять порядок песен в готовом плейлисте когда нажимаю edit, приложение выдает окно переименования плейлиста, а порядок менять не даёт это мне очень важно, так что 3/5",3,winterwalter,"Забрали пожелание, спасибо! А ещё вы можете оставить свои идеи по развитию сервиса вот здесь — yandexmusic.userecho.com. Это место, где мы собираем классные предложения от наших пользователей. От их популярности зависит возможность реализации той или иной функции. Так что не забывайте голосовать и за понравившиеся предложения других пользователей."
2020-10-06 09:27:53,"I would've given 5 stars, but it doesn't have all English songs . If you search it'll show it's not available right now for the good songs",4,Anmol Prakash,"If you notice that some tracks or albums are missing, you can send us their names in the feedback form: press the gear-wheel sign in the upper line of the interface → “Contact developers” → choose the subject of the request. We'll add it ourselves 😉"
2020-10-06 07:49:38,При попытке входа в аккаунт выдается сообщение об отсутствии интернета.,1,Сони Акросов,"Напишите нам, пожалуйста, в чат по ссылке: https://ya.cc/t/MROoFHIXCokXs . Мы во всем разберемся и будем помогать."
2020-10-06 06:00:30,Тупо топ,5,Vyacheslav Zhuravlev,😉🐱‍🏍✨
2020-10-06 05:13:21,I use premium. Download songs easily and manage my playlist. Nice algorithm for new song suggestions. Love it so far!,5,Pasha Rahimov,Thank you! 💛
2020-10-05 10:25:19,"Невозможно поделиться ссылкой на трек, если интерфейс устройства на английском языке. На русском языке всё работает. *В поддержку писал, там мы вместе и определили этот баг. Поэтому скорректировал отзыв и оценку с 1 до 3 звёзд до исправления 😉",3,Alexander Volkov,А вы писали нам в форму обратной связи по этому поводу? Интересный вопрос 🤔
2020-10-04 07:22:09,Проблема: Уведомление о загрузке треков не убирается на Pixel 4,5,A Google user,"Напишите нам, пожалуйста, в наш чат: https://clck.ru/R75ix. Будем помогать 🙂"
2020-10-04 07:20:48,great app. would be great to have speed option for podcasts.,5,Anton Tar,Thank you for your feedback and interesting suggestion. We promise to think about it 🧐
2020-10-04 03:06:51,"добавьте песню blackbear - Fashion week, пожалуйста😭",5,Дони Нарыгеев,Записали ✍️ Постараемся получить права на эту песню 🤗
2020-10-03 15:00:32,Сделали все платное.,1,Mihail Makarov,"Бесплатное прослушивание сейчас ограничено, но мы не хотим, чтобы вы унывали, поэтому предлагаем попробовать бесплатный период 🎁 Воспользуйтесь им и оцените весь доступный функционал!"
2020-10-03 13:58:28,"Часто пользуюсь этом приложением, очень нравится работа умных плейлистов. Минус платформы состоит в том, что нет многих исполнителей. Раньше все работало идеально, сейчас почему-то устройство регулярно ""вылетает""из приложения (телефон если что новый, в хорошем состоянии), и музыка останавливается. В целом, рекомендую",4,Schizophrenia Brown,"Убедитесь, пожалуйста, что в настройках устройства, в разделе «Приложения», Яндекс.Музыке разрешена фоновая активность, а экономия энергии выключена. Если это не поможет, напишите нам через форму обратной связи в приложении: «Настройки» → «Написать разработчикам». Мы получим техническую информацию и будем разбираться в причинах ошибки."
2020-10-02 20:11:41,"Useless If u can't use the app from my country why I'm able to download it from the play store? It should be limited by country in the store, instead of waisting people's time.",1,Account for Shenanigans,"Please, contact us using the form on the site music.yandex.ru. At the bottom of the webpage there is a bottom “Help”, press it, and choose “Contact support” in the left menu. Then choose the subject, describe the situation and we will be able to help you."
2020-10-02 13:27:40,"24 сентября без моего ведома и предварительных подписок, просто с очередным обновлением видимо, списало 169р с карты. Удалю нафиг, после того как разберёмся, с какой стати списались деньги.",1,Алла Че,"Алла, пожалуйста, напишите нам из приложения: значок шестерёнки в верхней строчке меню → «Написать разработчикам». В письме опишите вашу ситуацию, назовите время и дату списания, приложите маску карты (первые 6 и последние 4 цифры номера). Мы подхватим информацию и во всём разберёмся!"
2020-10-02 05:59:32,Не понимаю как в подкастах искать подкасты на других языках. Иначе для меня они бессмысленны,4,Valentine Karpenko,"Подумаем над расширением фильтров подкастов, спасибо за фидбэк!"
2020-10-01 21:15:24,I think it's very good app 😉,5,Igor Selyuk,Thank you!
2020-09-30 21:32:54,Please add device sync/remote control,5,Dmitri Sadowski,Thanks for the feedback! We will try to take it into account in further work on the application.
2020-09-30 18:12:34,Very good,5,Edward Mohan,Thank you!
2020-09-30 15:56:58,Please make this app service available for India as well. I can't use this app,1,Ravi,Thanks for the feedback! We will try to take it into account in further work on the application.
2020-09-30 14:58:44,"Хорошее приложение, но могло быть и лучше.",5,Семен Удодов,"А расскажите, пожалуйста, подробнее 👀 Предложения о новых функциях можно оставить здесь — https://yandexmusic.userecho.com. Это копилка классных идей от наших пользователей. Не стоит забывать голосовать и за другие предложения на этом сайте, ведь чем они популярнее, тем больше вероятность их воплощения в жизнь :)"
2020-09-30 08:58:31,Топчик!!!,5,Андрей Эйгер (Anderson),Спасибо! 💛
2020-09-30 08:53:23,Nice,5,Rustam Shamuradov,😏🔥🧡
2020-09-30 08:37:45,It is so good app. I'm in love whith it,5,Ксю Ренар,Thank you! 💛
2020-09-30 07:04:30,"Лучшее приложение, уже после первого дня бесплатного периода становишься фанатом и не можешь использовать другие проигрыватели",5,Виктория Дорофеева,
2020-09-30 05:43:57,Good app,4,landloge04,Thanks ❣️
2020-09-30 04:39:25,"Мне всё нравится в приложении. Пару минусов: 1) не ко всем песням идёт текст. И был бы круто сделать как у apple music режим караоке 2) не все песни есть, я понимаю, что ещё нужно получить права на песню и т.д., но вот сам факт",4,Damir Minyazov,"Присылайте нам, пожалуйста, названия песен, которых не хватает, и тексты через форму обратной связи в приложении: нажмите на значок шестеренки в верхней строчке меню в разделе «Коллекция» → «Написать разработчикам» → выберите подходящую тему обращения. Мы постараемся получить права на треки и добавить их. Записали ваше пожелание насчет караоке :)"
2020-09-29 18:25:43,"Всё хорошо, но не хватает голосового управления через Google Assistant",4,Igor Kosulin,"Уже записали ваше пожелание и передали в нужные руки👍 Обязательно подумаем над ним! Спасибо, что вы с нами🙌"
2020-09-29 12:58:03,"Раздел с подкастами ужасный - чтобы прочитать описание подкаста, нужно извернуться. Не показывает, какие подкасты дослушаны - мне все 100 названий запоминать что ли? 😂",4,Elina Kirillova,"Мы развиваемся и стараемся делать наше приложение более комфортным для вашего использования. И благодаря идеям пользователей нам легче это делать💪 Мы записали ваши пожелания, постараемся что-нибудь придумать в следующих обновлениях🧐 Спасибо, что вы с нами!"
2020-09-29 12:08:06,Noice!,5,Che Issa,Thank you!
2020-09-29 05:47:05,It works well! Thanks!,5,Timofey Lyzhenkov,Еverything for you 💘
2020-09-28 23:12:38,Я конечно все понимаю но вылетает постоянно не понятно почему Сначала я думал что открыто много сторонних приложений ну так оказалось нет потому что все закрыл оставил только это а потом просто выключаю экран так снова вылет Или же когда хочу переключить песню а телефон выключен то при включении тоже вылетает (ну хоть переключать не надо🤡) Я не знаю что случилось но раньше все было нормально,1,Mickley,"Нам понадобится дополнительная информация, чтобы помочь. Пожалуйста, напишите через форму обратной связи на https://music.yandex.ru: внизу страницы нажмите кнопку «Справка», в меню слева выберите «Служба поддержки» и подходящую тему. К вашему письму автоматически прикрепятся технические данные, с которыми мы сможем быстрее решить вопрос."
2020-09-28 08:40:46,Sh*&t experience...before you download it they tell you its for free but when you register u find that you can't even use it for anything for free at all,1,Wisam Kabha,"At the moment there are more than 60 millions of tracks in our collection, and all of them are licensed, so it is impossible to broadcast them for free. But we can make the cost as low as possible, and offer full access to the record library of the service to our users. Besides, we have a free trial. Try it and tell us about your experiences :)"
2020-09-26 18:53:01,Gfdd,4,Виталий Шпартюк,
2020-09-26 18:15:37,"Классное приложение. Плейлисты сначала были не очень, но потом алгоритмы поняли что я не слушаю, и теперь составляют очень хорошие плейлисты. В общем, подписка свои деньги полностью оправдывает",5,Rafatdin Shimbergenov,Хороший отзыв пользователя — лучшая оценка для нас. Большое спасибо! ❤️
2020-09-26 08:51:03,Все хорошо и быстро работает,5,Dima Karpov,"Спасибо, Дима! Рады стараться для вас❤️"
2020-09-26 03:05:48,Its not working kuys..try harder work hard,1,Henry Allan,"Please, contact us using the contact form on the app: press the gear-wheel sign in the upper line of the interface → “Contact developers” → choose the subject of the request. Thus, we will learn all the necessary technical details and will be able to help you 👐"
2020-09-25 02:38:55,"Раньше не любил это приложение, но бесплатное пользрвание на 3 месяца пепеубедило меня. Теперь подписка. Много разной музыки на любой вкус. Удобно пользоваться прилогой. Спасибо.",5,Александр С,"Приятно это слышать. Спасибо, что остаетесь с нами!"
2020-09-24 20:03:13,😘,5,Shavarsh Martirosyan,💛
2020-09-24 05:41:43,its great when its free,5,Ewald Barth (bortuold),"At the moment there are more than 60 millions of tracks in our collection, and all of them are licensed, so it is impossible to broadcast them for free. But we can make the cost as low as possible, and offer full access to the record library of the service to our users. Besides, we have a free trial. Try it and tell us about your experiences :)"
2020-09-24 01:55:56,Is this free in Russian Federation? It says to subscribe for 199₽,3,Ryan Mikuchonis,"Yes, now free listening is not available, and the subscription costs 199 rubles. But you can use the free trial period :)"
2020-09-24 01:11:13,"Very good and easy to use. Recommendations are super, like the best, good job on that one. Great app. Keep up the awesome work.",5,Arthur Avagyan,We are glad that you like it! ✨
2020-09-23 16:28:49,Лучшее приложение. Особенно понравились плейлисты с рекомендациями!))) Всегда то что мне нужно,5,Angel Dust,✨🤗✨
2020-09-23 13:32:52,Куда дели функционал бесплатной версии???,1,Dmitrii Deviatilov,"Дмитрий, сейчас бесплатное прослушивание недоступно, нужна подписка. Попробуйте воспользоваться бесплатным периодом, чтобы оценить приложение :)"
2020-09-23 12:28:15,"""Not available in your country."" Why did you enable it for download in usa if you don't let it run?",3,Dmitry Goubar,Thanks for the feedback! We will try to take it into account in further work on the application.
2020-09-22 19:30:32,Усё класна працуе!,5,Yahor Tsyvilka,Дзякуй! 💛
2020-09-22 17:38:32,"I like this is app, but please add sleeping timer",5,Maks Alim,Thanks for the feedback! We will try to take it into account in further work on the application.
2020-09-22 07:38:30,"И зачем мне Алиса во всех плейлистах? Если я захочу лист с Алисой, я именно его и включу. Отличное обновление.",1,Devil's Dozen,"Забрали пожелание, спасибо! А ещё вы можете оставить свои идеи по развитию сервиса вот здесь — yandexmusic.userecho.com. Это место, где мы собираем классные предложения от наших пользователей. От их популярности зависит возможность реализации той или иной функции. Так что не забывайте голосовать и за понравившиеся предложения других пользователей."
2020-09-21 18:37:31,"Хотелось бы видеть те фичи, что есть в том же небезызвестном spotify. Кроссфайдинг, несколько листов с рекомендациями с сортировкой по языку и эквалайзер",5,Nikita Neverov,"Никита, спасибо за фидбэк! Записали это ✍️"
2020-09-21 07:49:02,Купила подписку и теперь балдею),5,Diana Lukyanenok,Рады стараться для вас!
2020-09-21 06:40:19,"Не могу найти нормалтной музыки, вместо треков которые пытаюсь найти, выдает всякий бред. Вообще перехожу обратно на Deezer",1,Mikhail Gerasimov,"Михаил, напишите, пожалуйста, какие треки не получилось найти? Мы постараемся получить на них права и добавить."
2020-09-20 21:00:20,Better DJs than Spotify,5,Eldar Shirinov,Thank you!
2020-09-20 14:38:23,"Не грузит и не работает уже пару дней, с впном и без",1,Ray Wom,"Давайте разбираться, почему возникла такая проблема. Напишите нам, пожалуйста, через форму обратной связи на нашем сайте https://music.yandex.ru. Для этого пролистайте страницу до конца и нажмите кнопку «Справка». В левом меню выберите пункт «Служба поддержки», а затем подходящую тему обращения. Будем ждать!"
2020-09-20 07:13:44,😆 и как я этого не заметил Можете сделать чтобы идентификатор работал так чтобы смотря тот же ютуб можно было найти песню которая понравилась Да я знаю что уже есть такая я о том чтобы она как бы могла работать когда другие программы открыты,5,Kageyama “OkPerfect8” Tobio,"Хорошая идея, спасибо! Кстати, все интересные пожелания мы собираем в одном месте. Это специальный сайт, куда можно записать свою идею для сервиса и получить поддержку от других пользователей. У популярных фичреквестов выше шанс оказаться реализованными ✌️ Заглядывайте на https://yandexmusic.userecho.com"
